,word,pos_tag,tag_type,sentence
1603,live,JJ,ADJ,say vaccine use live virus cannot give someone covid
1604,virus,NN,NOUN,say vaccine use live virus cannot give someone covid
1605,can,MD,AUX,say vaccine use live virus cannot give someone covid
1606,not,RB,PART,say vaccine use live virus cannot give someone covid
1607,give,VB,VERB,say vaccine use live virus cannot give someone covid
1608,someone,NN,PRON,say vaccine use live virus cannot give someone covid
1609,covid,JJ,ADJ,say vaccine use live virus cannot give someone covid
1610,rrr,NNP,PROPN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1611,byn,NNP,PROPN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1612,covid,NNP,PROPN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1613,vaccine,NNP,PROPN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1614,use,VB,VERB,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1615,one,CD,NUM,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1616,two,CD,NUM,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1617,human,JJ,ADJ,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1618,fetal,JJ,ADJ,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1619,cell,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1620,line,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1621,hek,NNP,PROPN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1622,kidney,NNP,PROPN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1623,cell,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1624,line,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1625,widely,RB,ADV,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1626,used,VBN,VERB,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1627,research,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1628,industry,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1629,come,VB,VERB,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1630,fetus,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1631,aborted,VBN,VERB,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1632,per,IN,ADP,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1633,c,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1634,proprietary,JJ,ADJ,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1635,cell,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1636,line,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1637,owned,VBN,VERB,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1638,johnson,NNP,PROPN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1639,johnson,NNP,PROPN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1640,developed,VBD,VERB,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1641,fetus,NN,NOUN,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1642,aborted,VBD,VERB,rrr byn covid vaccine use one two human fetal cell line hek kidney cell line widely used research industry come fetus aborted per c proprietary cell line owned johnson johnson developed fetus aborted
1643,new,JJ,ADJ,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1644,cwmh,NN,NOUN,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1645,blog,NN,NOUN,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1646,pregnant,JJ,ADJ,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1647,woman,NN,NOUN,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1648,covid,NNP,PROPN,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1649,vaccine,NNP,PROPN,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1650,co,NNP,PROPN,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1651,jptllqbohx,NNP,PROPN,new cwmh blog pregnant woman covid vaccine co jptllqbohx
1652,question,NN,NOUN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1653,remain,VBP,VERB,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1654,around,IN,ADP,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1655,strategy,NN,NOUN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1656,curb,NN,NOUN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1657,continued,VBD,VERB,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1658,spread,VBN,VERB,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1659,covid,NNP,PROPN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1660,join,NN,NOUN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1661,u,NNP,PROPN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1662,webinar,NN,NOUN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1663,tomorrow,NN,NOUN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1664,noon,NN,NOUN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
1665,expert,NN,NOUN,question remain around strategy curb continued spread covid join u webinar tomorrow noon expert answer question vaccine treatment prevention expect going forward register co ln qz beoo co bq eims
